"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","fatty acid metabolic process","GO:0006631","0.008664731948153374","2.0622448680612604","380","561","30","17906","AACS,ABCD3,ACACA,ACADL,ACAT1,ACOT2,ACOXL,ACSM3,ACSS2,ADIPOR2,ALDH5A1,ALOX15B,APOA5,CNR1,CPT2,ECHDC1,ECHDC3,FASN,HACD1,HSD17B4,IRS2,IVD,MLXIPL,PLA2G10,PLA2G1B,PLA2G3,PLA2G4F,PON3,SCD,SLC27A3"
"GO:BP","regulation of biological quality","GO:0065008","0.009908801637740688","2.0039788655536945","4156","561","176","17906","AACS,ABCA2,ABHD17A,ACACA,ACADL,ACE,ACOXL,ACSM3,ACTR3C,ADGRB1,ADIPOR2,AFG3L2,AKAP1,ALDH5A1,AMPD2,ANK3,APOA5,ARHGAP15,ATP1B1,ATP1B2,ATP2A3,ATP6V1H,AZGP1,BCAT2,CA2,CACNA2D2,CACNB3,CADPS2,CARD11,CARHSP1,CARMIL1,CCL5,CDC42SE1,CDKL5,CHP1,CNR1,CPB2,CPT2,CRYM,CSRP1,CTSH,DDAH2,DUOX1,DUOXA1,EGFR,EPS8,ETV5,EVL,EZH2,FASLG,FCHSD1,FLT3LG,FMN1,FMNL1,FOXA2,GDI1,GLA,GNAI2,GPD1L,GPHN,GPR174,GPR18,GPR35,GRK2,GSR,GZMB,HAAO,HMG20B,HPN,HPX,HSD17B4,HSH2D,HUS1B,ICA1,IL20RA,ILDR1,INPP5D,INSC,IRS2,IRX3,ISG15,KANK1,KCNJ11,KCNK1,KDF1,KLF13,KLF15,KLRK1,LAMA4,LCK,LIMA1,LPAR6,LPCAT1,LRAT,LRP5L,LRRC4B,LRRK2,LSS,LST1,MALL,MAOA,MCOLN2,MET,MEX3D,MLXIPL,MOV10,MYH10,NAPSA,NCOA4,NLGN3,NOD2,NPC2,NR0B2,PARN,PCLO,PCSK2,PDPK1,PFKFB2,PIGR,PIK3CD,PLA2G10,PLA2G1B,PLS1,PLXNA3,POLB,PON3,PSMB8,PSME1,PSME2,PYHIN1,RAB20,RASGRF1,REN,RETSAT,RHOBTB2,RHOT2,RILP,RNF128,RPH3AL,RPS6KA2,SCD,SCNN1A,SDR16C5,SERPINF2,SFTPD,SH3GL1,SHMT1,SLC22A3,SLC29A2,SLC30A3,SLC34A2,SLC46A2,SLC6A1,SLC7A8,SLC8B1,SLC9A2,SOX4,STARD3NL,STK11,STX1A,STX4,SYBU,SYTL2,TCIRG1,TESC,TGFB1,TLCD1,TMC8,TMEM97,TMSB4X,TSHZ3,USP13,VPS18,WIPF1,WNT3,XRCC3"
"GO:CC","vesicle","GO:0031982","8.50259489729184e-14","13.070448512216151","3914","587","206","18856","ABCA2,ABCA3,ABHD17A,ACAP1,ACAT1,ACE,ACTR3C,AEBP1,AGAP2,ALCAM,ALOX15B,ALPL,ANKRD13D,AP1M2,APOA5,ARHGAP9,ARL8B,ARMC9,ARSE,ASAH1,ASL,ATP1B1,ATP6V1H,AZGP1,AZIN2,B3GNT8,BLVRB,BMP3,BRI3,C11ORF54,C14ORF1,C16ORF89,C1ORF210,C2,CA2,CADPS2,CARD11,CARMIL1,CD163,CEP131,CHMP4C,CHP1,CLCN4,CLCN5,CLK3,CMTM3,CPB2,CPM,CRTAC1,CRYM,CSRP1,CTSH,CYTIP,DCXR,DDAH2,DERA,EBP,EFEMP2,EGFR,EHBP1L1,EPS8,ERGIC1,ERP29,EVL,FASLG,FASN,FCHO1,FCHO2,FCHSD1,FGFR2,FMNL1,FNBP1,FREM2,FSCN1,FUT3,FZD5,GBP3,GDE1,GLA,GLB1,GNAI2,GNS,GPD1L,GPR18,GSR,GSTO2,HGF,HLA-F,HPN,HPX,HYAL1,ICA1,IL18BP,IL2RG,INPP5F,IRF7,ITGAL,ITGB7,ITM2C,KCNJ11,KCNK1,LAMA4,LAMP3,LCK,LDHB,LGI3,LPCAT1,LRAT,LRRK2,LSP1,LZTS2,MALL,MAN1C1,MCOLN2,MGST1,MLPH,MMP24,MPST,MRC1,MTMR11,MUC1,MYH10,MYO5C,NAPSA,NLGN3,NOD2,NPC2,OPTN,PARM1,PARP4,PCLO,PCSK2,PDPK1,PEBP4,PIGR,PLA2G1B,PLA2G4F,PLS1,PON3,PRSS16,PSMB8,PSME1,PSME2,PTPN13,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RASAL3,RHOBTB2,RILP,RNASE1,RNF128,RPH3AL,RRAGD,SAR1B,SCAMP2,SCNN1A,SEC23B,SEPT6,SERPINF2,SFTA2,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SH3GL1,SHMT1,SIAE,SLC17A5,SLC30A3,SLC34A2,SLCO4C1,SLPI,SMAGP,SMPDL3B,SNX25,SORT1,STAMBPL1,STARD3NL,STK10,STK11,STX1A,STX4,SYBU,SYTL2,TBC1D10C,TBC1D14,TCIRG1,TGFB1,TMC8,TMEM163,TMEM192,TMEM9B,TMSB4X,TNK2,TYK2,UBASH3A,VASN,VPS18,WIPF1,WNT3,ZYX"
"GO:CC","cytoplasm","GO:0005737","3.511604876900962e-10","9.454494356500378","11634","587","442","18856","AACS,ABCA2,ABCA3,ABCD3,ABHD17A,ACACA,ACADL,ACAP1,ACAT1,ACE,ACOT2,ACOXL,ACSM3,ACSS2,ADAMTS7,ADGRB1,AEBP1,AFAP1L2,AFG3L2,AGAP2,AHCYL2,AKAP1,ALDH5A1,ALOX15B,AMPD2,ANK3,ANKRD13D,ANKS6,AP1M2,APOA5,APOBEC3G,ARHGAP15,ARHGAP17,ARHGAP9,ARL8B,ARMC9,ARSE,ARSI,ASAH1,ASL,ATAT1,ATP1B2,ATP2A3,ATP6V1H,AZIN2,B3GNT8,BCAR1,BCAT2,BCKDHA,BDH1,BEX2,BFAR,BLVRB,BRI3,C14ORF1,C16ORF89,C1ORF210,CA2,CACNB3,CADPS2,CAMSAP3,CARD11,CARHSP1,CARMIL1,CASP1,CBS,CCDC141,CCDC28B,CCDC88B,CCL5,CD163,CD247,CDC42SE1,CDKL2,CDKL5,CENPT,CEP131,CERKL,CHMP4C,CHP1,CHTF18,CIITA,CLCN4,CLCN5,CLEC2D,CLIP2,CLK3,CLP1,CMTM3,CNIH4,CNOT8,CNR1,COL26A1,CPT2,CRMP1,CRYM,CSRP1,CTNNAL1,CTSH,CYP4B1,CYTIP,DACT3,DCLK2,DCXR,DDAH2,DDX28,DDX39B,DEF6,DERA,DESI2,DHCR24,DUOX1,DUSP2,EBP,ECHDC1,ECHDC3,EGFR,EHBP1L1,EID3,EMID1,EPDR1,EPS8,ERGIC1,ERLEC1,ERP29,EVL,EXOC3L4,EZH2,FAM110B,FAM131B,FASLG,FASN,FASTKD5,FBXO38,FBXO44,FCHO1,FCHO2,FCHSD1,FGFR2,FHDC1,FHL3,FHOD1,FMN1,FMNL1,FMO5,FNBP1,FOXA2,FRMD6,FSCN1,FUT3,FZD5,GALNT10,GBP3,GDE1,GDI1,GDPD5,GLA,GLB1,GNAI2,GNS,GOLT1A,GPC2,GPD1L,GPHN,GPR18,GRK2,GSR,GSTA4,GSTO2,GUCY2D,GZMB,GZMH,HAAO,HACD1,HAUS7,HCFC1R1,HELB,HGF,HLA-F,HOPX,HPX,HSD17B4,HSH2D,HUNK,HYAL1,ICA1,IFT43,IL2RG,ILDR1,INPP5D,INPP5F,INSC,IRF3,IRF7,IRF9,IRS2,IRX3,ISG15,ISYNA1,ITGAL,ITM2C,IVD,KANK1,KCNJ11,KCNK1,KCNS1,KDF1,LACTB2,LAMP3,LCK,LDHB,LGALSL,LGI3,LIMA1,LIMD2,LMF2,LMO3,LPCAT1,LRAT,LRP2BP,LRRK2,LSS,LST1,LZTS2,MAD2L2,MAL,MALL,MAN1C1,MAOA,MAP3K7CL,MAP7,MAX,MBIP,MCCC1,MCCC2,MCOLN2,MDK,MEF2B,MEX3D,MFSD2A,MGST1,MLPH,MLXIPL,MMAB,MMP24,MOV10,MPST,MR1,MRC1,MRPS23,MTHFD2L,MTMR11,MTMR12,MTUS1,MUC1,MYH10,MYL5,NAGS,NAPSA,NCOA4,NDUFB9,NECAB1,NFX1,NIM1K,NIT1,NLGN3,NLRC5,NOD2,NOTCH3,NPC2,NR0B2,NUDT12,NUDT16,NUMBL,OAZ2,OPTN,P3H2,PABPN1,PAK6,PARM1,PARN,PARP4,PCLO,PCSK2,PDPK1,PDZD4,PEBP4,PFKFB2,PIGR,PIK3CD,PIP5K1B,PKNOX2,PLA2G1B,PLA2G3,PLA2G4F,PLD2,PLS1,PMM1,POFUT2,POLB,POLR2C,POLR3H,PPM1M,PRODH,PRSS16,PSMB8,PSME1,PSME2,PSTPIP1,PTPN13,PTPN7,PXMP4,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RASAL3,RASEF,RASGRF1,RASSF1,REN,RETSAT,RHOBTB2,RHOT2,RILP,RNF128,RNF166,RNF26,ROR1,ROS1,RPH3AL,RPS6KA2,RRAGD,SACM1L,SAP25,SAR1B,SC5D,SCAMP2,SCD,SCNN1A,SDCCAG8,SDR16C5,SEC23B,SELENOO,SEPT6,SERPINF2,SEZ6L2,SFI1,SFTA2,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SH2D1A,SH2D2A,SH3GL1,SHC3,SHMT1,SIAE,SLC17A5,SLC25A16,SLC25A24,SLC27A3,SLC30A3,SLC7A8,SLC8B1,SLCO4C1,SLIT3,SLPI,SMAGP,SNTB1,SNX25,SORT1,SOX4,SP140,SPSB2,SPTSSA,SRRT,SRSF1,SRSF2,ST3GAL5,ST8SIA1,STAMBPL1,STARD3NL,STARD7,STK10,STK11,STMN3,STX1A,STX4,SYBU,SYNJ2,SYTL2,TACC2,TBC1D10B,TBC1D10C,TBC1D14,TBCEL,TCF3,TCIRG1,TESC,TFCP2L1,TFEB,TGFB1,TM7SF2,TMC8,TMEM163,TMEM192,TMEM87A,TMEM97,TMEM9B,TMSB4X,TNK2,TPD52,TRAF1,TRAM1,TRIM47,TST,TTLL3,TVP23A,TYK2,UBA7,UBASH3A,UQCRFS1,USP13,USP20,VASN,VKORC1L1,VMP1,VPS18,WIPF1,WNT3,XRCC3,ZAP70,ZBP1,ZBTB42,ZMIZ2,ZNF217,ZYX"
"GO:CC","cytoplasmic vesicle","GO:0031410","1.6018860709374656e-8","7.795368374970043","2372","587","130","18856","ABCA2,ABCA3,ABHD17A,ACAP1,ACE,ANKRD13D,AP1M2,APOA5,ARHGAP9,ARL8B,ASAH1,AZIN2,BRI3,C14ORF1,C1ORF210,CADPS2,CARMIL1,CD163,CEP131,CHMP4C,CHP1,CLCN4,CLCN5,CLK3,CMTM3,CTSH,CYTIP,DERA,EBP,EGFR,EHBP1L1,ERGIC1,ERP29,EVL,FASLG,FASN,FCHO1,FCHO2,FCHSD1,FGFR2,FMNL1,FNBP1,FZD5,GBP3,GDE1,GLA,GLB1,GNS,GPR18,HGF,HLA-F,HPX,HYAL1,ICA1,IL2RG,INPP5F,IRF7,ITGAL,KCNJ11,KCNK1,LAMP3,LGI3,LPCAT1,LRAT,LRRK2,MALL,MCOLN2,MGST1,MRC1,NAPSA,NLGN3,NPC2,OPTN,PARM1,PCSK2,PDPK1,PIGR,PLA2G1B,PRSS16,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RHOBTB2,RILP,RNF128,RPH3AL,RRAGD,SAR1B,SCAMP2,SCNN1A,SEC23B,SEPT6,SERPINF2,SFTA2,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SH3GL1,SLC17A5,SLC30A3,SLCO4C1,SLPI,SMAGP,SNX25,SORT1,STAMBPL1,STARD3NL,STK10,STX1A,STX4,SYBU,SYTL2,TBC1D10C,TBC1D14,TCIRG1,TGFB1,TMEM163,TMEM192,TMEM9B,TMSB4X,TNK2,VPS18,WIPF1,WNT3,ZYX"
"GO:CC","intracellular vesicle","GO:0097708","1.745749202145532e-8","7.758018147771192","2375","587","130","18856","ABCA2,ABCA3,ABHD17A,ACAP1,ACE,ANKRD13D,AP1M2,APOA5,ARHGAP9,ARL8B,ASAH1,AZIN2,BRI3,C14ORF1,C1ORF210,CADPS2,CARMIL1,CD163,CEP131,CHMP4C,CHP1,CLCN4,CLCN5,CLK3,CMTM3,CTSH,CYTIP,DERA,EBP,EGFR,EHBP1L1,ERGIC1,ERP29,EVL,FASLG,FASN,FCHO1,FCHO2,FCHSD1,FGFR2,FMNL1,FNBP1,FZD5,GBP3,GDE1,GLA,GLB1,GNS,GPR18,HGF,HLA-F,HPX,HYAL1,ICA1,IL2RG,INPP5F,IRF7,ITGAL,KCNJ11,KCNK1,LAMP3,LGI3,LPCAT1,LRAT,LRRK2,MALL,MCOLN2,MGST1,MRC1,NAPSA,NLGN3,NPC2,OPTN,PARM1,PCSK2,PDPK1,PIGR,PLA2G1B,PRSS16,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RHOBTB2,RILP,RNF128,RPH3AL,RRAGD,SAR1B,SCAMP2,SCNN1A,SEC23B,SEPT6,SERPINF2,SFTA2,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SH3GL1,SLC17A5,SLC30A3,SLCO4C1,SLPI,SMAGP,SNX25,SORT1,STAMBPL1,STARD3NL,STK10,STX1A,STX4,SYBU,SYTL2,TBC1D10C,TBC1D14,TCIRG1,TGFB1,TMEM163,TMEM192,TMEM9B,TMSB4X,TNK2,VPS18,WIPF1,WNT3,ZYX"
"GO:CC","lamellar body","GO:0042599","1.9190399344214357e-7","6.716915987683281","17","587","9","18856","ABCA3,CTSH,LAMP3,NAPSA,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC"
"GO:CC","vacuole","GO:0005773","0.000010835924106764223","4.965134045363577","797","587","55","18856","ABCA2,ACE,ANK3,AP1M2,ARL8B,ASAH1,ATP6V1H,BRI3,CLCN5,CTSH,EPDR1,FASLG,FNBP1,GLA,GLB1,GNS,GPC2,HLA-F,HYAL1,ITM2C,LAMP3,LPCAT1,LRRK2,MCOLN2,MGST1,NAPSA,NCOA4,NPC2,OPTN,PEBP4,PIGR,PIK3CD,PLA2G3,PLA2G4F,PRSS16,RAB24,RILP,RRAGD,SFTPB,SFTPD,SIAE,SLC17A5,SLC30A3,SLCO4C1,SORT1,STARD3NL,STX4,TBC1D14,TCIRG1,TMEM192,TMEM97,TMEM9B,VASN,VMP1,VPS18"
"GO:CC","lytic vacuole","GO:0000323","0.0000143214208653918","4.844013892406137","697","587","50","18856","ABCA2,ACE,ANK3,AP1M2,ARL8B,ASAH1,ATP6V1H,BRI3,CLCN5,CTSH,EPDR1,FASLG,FNBP1,GLA,GLB1,GNS,GPC2,HLA-F,HYAL1,ITM2C,LAMP3,LPCAT1,LRRK2,MCOLN2,MGST1,NAPSA,NCOA4,NPC2,PEBP4,PIGR,PIK3CD,PLA2G3,PLA2G4F,PRSS16,RILP,RRAGD,SFTPB,SFTPD,SIAE,SLC17A5,SLC30A3,SLCO4C1,SORT1,STARD3NL,TCIRG1,TMEM192,TMEM97,TMEM9B,VASN,VPS18"
"GO:CC","lysosome","GO:0005764","0.0000143214208653918","4.844013892406137","697","587","50","18856","ABCA2,ACE,ANK3,AP1M2,ARL8B,ASAH1,ATP6V1H,BRI3,CLCN5,CTSH,EPDR1,FASLG,FNBP1,GLA,GLB1,GNS,GPC2,HLA-F,HYAL1,ITM2C,LAMP3,LPCAT1,LRRK2,MCOLN2,MGST1,NAPSA,NCOA4,NPC2,PEBP4,PIGR,PIK3CD,PLA2G3,PLA2G4F,PRSS16,RILP,RRAGD,SFTPB,SFTPD,SIAE,SLC17A5,SLC30A3,SLCO4C1,SORT1,STARD3NL,TCIRG1,TMEM192,TMEM97,TMEM9B,VASN,VPS18"
"GO:CC","alveolar lamellar body","GO:0097208","0.00006416314207238091","4.192714376779935","6","587","5","18856","ABCA3,CTSH,LAMP3,NAPSA,SFTPB"
"GO:CC","endomembrane system","GO:0012505","0.00022392680841708615","3.6498939097677807","4539","587","193","18856","ABCA2,ABCA3,ABHD17A,ACAP1,ACE,ADAMTS7,AHCYL2,ANK3,ANKRD13D,AP1M2,APOA5,ARHGAP9,ARL8B,ARSE,ARSI,ASAH1,ATAT1,ATP2A3,AZIN2,B3GNT8,BFAR,BRI3,C14ORF1,C1ORF210,CARMIL1,CCDC88B,CEP131,CERKL,CHMP4C,CHP1,CLCN4,CLCN5,CLEC2D,CLK3,CMTM3,CNIH4,COL26A1,CTSH,CYP4B1,CYTIP,DERA,DHCR24,DUOX1,DUOXA1,DUSP2,EBP,EGFR,EHBP1L1,EMID1,ERGIC1,ERLEC1,ERP29,FASN,FCHO1,FCHO2,FCHSD1,FGFR2,FHDC1,FMN1,FMO5,FNBP1,FUT3,FZD5,GALNT10,GBP3,GDI1,GDPD5,GLA,GLB1,GNS,GOLT1A,GPC2,GUCY2D,HACD1,HGF,HLA-F,HPN,ICA1,IL2RG,INPP5F,IRF7,ITGAL,ITM2C,KCNJ11,KCNK1,LAMP3,LGI3,LMF2,LPCAT1,LRAT,LRRK2,LSS,LST1,MAL,MALL,MAN1C1,MCOLN2,MFSD2A,MGST1,MMP24,MR1,MRC1,MRPS23,MTMR12,MTUS1,MUC1,NAPSA,NOD2,NOTCH3,NPC2,OPTN,P3H2,PARM1,PCSK2,PCYT2,PIGR,PIP5K1B,PLA2G1B,PLD2,POFUT2,PRSS16,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RETSAT,RILP,RNF128,RNF26,RPH3AL,RRAGD,SACM1L,SAR1B,SC5D,SCAMP2,SCD,SCNN1A,SDR16C5,SEC23B,SEPT6,SERPINF2,SEZ6L2,SFTA2,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SH3GL1,SLC17A5,SLC27A3,SLC29A2,SLC30A3,SLCO4C1,SLPI,SNX25,SORT1,SP140,SPTSSA,ST3GAL5,ST8SIA1,STAMBPL1,STARD3NL,STK10,STMN3,STX1A,STX4,SYBU,SYTL2,TBC1D10C,TBC1D14,TCIRG1,TGFB1,TM7SF2,TMC8,TMEM163,TMEM176B,TMEM192,TMEM87A,TMEM97,TMEM9B,TMSB4X,TNK2,TPD52,TRAM1,TVP23A,UBASH3A,VKORC1L1,VMP1,VPS18,WNT3"
"GO:CC","endosome","GO:0005768","0.00037413844353645684","3.426967664809138","935","587","57","18856","ABCA2,ABHD17A,ACAP1,ACE,ANKRD13D,APOA5,ARL8B,C1ORF210,CARMIL1,CHMP4C,CLCN4,CLCN5,CTSH,CYTIP,EGFR,EHBP1L1,FCHSD1,FZD5,HLA-F,IL2RG,INPP5F,IRF7,KCNJ11,KCNK1,LAMP3,LRAT,LRRK2,MCOLN2,MRC1,NAPSA,OPTN,PARM1,PRSS16,RAB20,RAB40C,RAP1GAP,RILP,RNF128,RRAGD,SCAMP2,SFTPB,SFTPC,SFTPD,SH3GL1,SLC30A3,SNX25,SORT1,STAMBPL1,STARD3NL,STX4,TBC1D14,TCIRG1,TMEM163,TMEM192,TMEM9B,TNK2,VPS18"
"GO:CC","late endosome","GO:0005770","0.004859829390792235","2.313378976815497","269","587","23","18856","ANKRD13D,APOA5,ARL8B,CHMP4C,CLCN4,CTSH,EGFR,LAMP3,LRAT,LRRK2,MCOLN2,NAPSA,PARM1,RILP,RNF128,SFTPB,SFTPC,SFTPD,SLC30A3,STARD3NL,TCIRG1,TMEM192,VPS18"
"GO:CC","membrane-bounded organelle","GO:0043227","0.006123589010562188","2.212993965007511","12584","587","438","18856","AAR2,ABCA2,ABCA3,ABCD3,ABHD17A,ACACA,ACADL,ACAP1,ACAT1,ACE,ACOT2,ACOXL,ACSM3,ACSS2,ACTR3C,ADAMTS7,AEBP1,AFG3L2,AGAP2,AHCYL2,AKAP1,ALCAM,ALDH5A1,ALOX15B,ALPL,ANK3,ANKRD13D,AP1M2,APOA5,APOBEC3G,ARHGAP17,ARHGAP9,ARL8B,ARMC9,ARSE,ARSI,ASAH1,ASL,ATAD2B,ATAT1,ATP1B1,ATP2A3,ATP6V1H,AZGP1,AZIN2,B3GNT8,BCAT2,BCKDHA,BCORL1,BDH1,BEX2,BFAR,BLVRB,BMP3,BRI3,C11ORF54,C14ORF1,C16ORF89,C1ORF210,C2,CA2,CADPS2,CAMSAP3,CARD11,CARMIL1,CBS,CCDC88B,CD163,CDKL2,CDKL5,CENPT,CEP131,CERKL,CHMP4C,CHP1,CHTF18,CIITA,CLASRP,CLCN4,CLCN5,CLEC2D,CLK3,CLP1,CMTM3,CNIH4,CNOT8,CNR1,COL26A1,CPB2,CPM,CPT2,CRMP1,CRTAC1,CRYM,CSRP1,CTSH,CYP4B1,CYTIP,DCXR,DDAH2,DDX28,DDX39B,DDX56,DEF6,DERA,DHCR24,DONSON,DRAP1,DUOX1,DUOXA1,DUSP2,EBF4,EBP,ECHDC3,EFEMP2,EGFR,EHBP1L1,EID3,EMID1,EOMES,EPDR1,EPS8,ERGIC1,ERLEC1,ERP29,ESRP1,ETV5,EVL,EZH2,FAM110B,FAM118B,FAM131B,FASLG,FASN,FASTKD5,FBXO38,FCHO1,FCHO2,FCHSD1,FGFR2,FHDC1,FHL3,FHOD1,FMN1,FMNL1,FMO5,FNBP1,FOXA2,FOXS1,FREM2,FSCN1,FUT3,FZD5,GALNT10,GBP3,GDE1,GDI1,GDPD5,GLA,GLB1,GNAI2,GNS,GOLT1A,GPC2,GPD1L,GPR18,GSR,GSTO2,GUCY2D,GZMB,HACD1,HCFC1R1,HELB,HGF,HLA-F,HMG20B,HOPX,HPN,HPX,HSD17B4,HSH2D,HUNK,HUS1B,HYAL1,ICA1,IL18BP,IL2RG,INPP5F,IRF3,IRF7,IRF9,IRX3,IRX6,ISG15,ITGAL,ITGB7,ITM2C,IVD,KANK1,KCNJ11,KCNK1,KDF1,KLF13,KLF15,LACTB2,LAMA4,LAMP3,LCK,LDHB,LGI3,LIMD2,LMF2,LPCAT1,LRAT,LRRK2,LSP1,LSS,LST1,LZTS2,MACROD2,MAD2L2,MAL,MALL,MAN1C1,MAOA,MAP3K7CL,MAX,MBIP,MCCC1,MCCC2,MCOLN2,MEF2B,MEX3D,MFSD2A,MGST1,MLPH,MLXIPL,MMAB,MMP24,MOV10,MPST,MR1,MRC1,MRPS23,MTHFD2L,MTMR11,MTMR12,MTUS1,MUC1,MYH10,MYO5C,NAGS,NAPSA,NARF,NCOA4,NCR1,NDUFB9,NECAB1,NFX1,NIM1K,NIT1,NLGN3,NLRC5,NOD2,NOTCH3,NPC2,NR0B2,NUDT12,NUDT16,OAZ2,OPTN,P3H2,PABPN1,PAK6,PARM1,PARN,PARP4,PCLO,PCSK2,PCYT2,PDPK1,PDZD7,PEBP4,PFKFB2,PIGR,PIK3CD,PKNOX2,PLA2G1B,PLA2G3,PLA2G4F,PLD2,PLPPR1,PLS1,POFUT2,POLB,POLR2C,POLR3H,PON3,PPM1M,PRODH,PRSS16,PSMB8,PSME1,PSME2,PTMS,PTPN13,PTPN7,PXMP4,PYHIN1,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RASAL3,RASSF1,RETSAT,RHOBTB2,RHOT2,RILP,RNASE1,RNF128,RNF26,RORB,RPH3AL,RPS6KA2,RRAGD,SACM1L,SAP25,SAR1B,SC5D,SCAMP2,SCD,SCNN1A,SDR16C5,SEC23B,SELENOO,SEPT6,SERPINF2,SEZ6L2,SFTA2,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SH3GL1,SHMT1,SIAE,SLC17A5,SLC25A16,SLC25A24,SLC27A3,SLC29A2,SLC30A3,SLC34A2,SLC8B1,SLCO4C1,SLIT3,SLPI,SMAGP,SMPDL3B,SNX25,SORT1,SOX4,SP140,SP140L,SPTSSA,SRRT,SRSF1,SRSF2,ST3GAL5,ST8SIA1,STAMBPL1,STARD3NL,STARD7,STK10,STK11,STMN3,STX1A,STX4,SYBU,SYTL2,TACC2,TADA2B,TBC1D10C,TBC1D14,TBX19,TBX21,TCF3,TCF7,TCIRG1,TESC,TFCP2L1,TFEB,TGFB1,TM7SF2,TMC8,TMEM163,TMEM176B,TMEM192,TMEM53,TMEM87A,TMEM92,TMEM97,TMEM9B,TMSB4X,TNK2,TPD52,TRAM1,TRIM47,TRPS1,TSEN54,TSHZ3,TST,TVP23A,TYK2,UBA7,UBASH3A,UQCRFS1,USP13,USP44,VASN,VKORC1L1,VMP1,VPS18,WIPF1,WNT3,XRCC3,ZBP1,ZBTB17,ZBTB42,ZMIZ2,ZNF217,ZNF385B,ZNF57,ZYX"
"GO:CC","cell periphery","GO:0071944","0.00724710618980084","2.1398353750406756","5732","587","225","18856","ABCA2,ABCA3,ABHD17A,ACE,ADGRB1,ADGRG5,ADIPOR2,AFAP1L2,ALCAM,ALOX15B,ALPL,ANK3,ANKRD13D,ARHGAP17,ATP1B1,ATP1B2,ATP6V1H,AZGP1,BCAR1,BCORL1,BFAR,BLVRB,BRI3,BTN2A2,C1ORF210,CA14,CA2,CACNA2D2,CACNB3,CADPS2,CARD11,CARMIL1,CASP1,CD163,CD244,CD247,CDC42SE1,CDKL5,CHP1,CLCN4,CLCN5,CLEC2D,CNR1,COL26A1,CPM,CTNNAL1,CYTIP,DCXR,DEF6,DLGAP4,DUOX1,DUOXA1,EBP,EGFR,ENTPD3,EPS8,ETV5,EXOC3L4,FASLG,FASN,FCHO1,FCHO2,FCHSD1,FGFR2,FLT3LG,FMN1,FMNL1,FNBP1,FREM2,FRMD6,FSCN1,FXYD6,FZD5,GDE1,GNAI2,GPC2,GPD1L,GPHN,GPR160,GPR174,GPR176,GPR18,GPR35,GPR39,GRK2,GSR,GUCY2D,GZMB,HLA-F,HPN,IL20RA,IL2RG,ILDR1,INPP5D,INSC,IRS2,ITGAL,ITGB7,ITM2C,JAG2,KANK1,KCNJ11,KCNK1,KCNS1,KDF1,KLRK1,LAMP3,LCK,LIMA1,LPAR6,LPCAT1,LRP5L,LRRC4B,LRRK2,LSP1,LTB,LZTS2,MAL,MALL,MAP7,MCOLN2,MET,MFSD2A,MGST1,MLPH,MMP24,MR1,MRC1,MTUS1,MUC1,MYH10,NCMAP,NCR1,NCR3,NFX1,NKG7,NLGN3,NOD2,NOTCH3,PAQR5,PARM1,PCDH20,PCDHA12,PCDHAC1,PCDHAC2,PCDHB15,PCLO,PDPK1,PDZD4,PDZD7,PIGR,PIK3CD,PLA2G3,PLA2G4F,PLD2,PLPPR1,PLS1,PLXNA3,PRRG2,PRTG,PSTPIP1,PTPN13,PTPN7,PTPRU,RAB24,RAB40C,RASAL3,RASGRF1,RASL12,REN,RHOBTB2,RHOT2,ROBO3,ROR1,ROS1,S1PR5,SACM1L,SCNN1A,SDR16C5,SEPT6,SEZ6L2,SHC3,SLC17A5,SLC22A3,SLC29A2,SLC30A3,SLC34A2,SLC46A2,SLC6A1,SLC7A8,SLC8B1,SLC9A2,SLCO4C1,SMAGP,SMIM1,SMPDL3B,SNTB1,SORT1,ST3GAL5,STK10,STX1A,STX4,SYNJ2,SYTL2,TACC2,TBC1D10B,TBC1D10C,TCIRG1,TESC,TLCD1,TM7SF2,TMC8,TMEM97,TNFRSF18,TNK2,TRAF1,TSHZ3,VASN,VEPH1,VMP1,WIPF1,WNT3,ZAP70,ZBTB42,ZNRF3"
